Index	Direction	Time Mark	Status	Name	ID	Format	Type	DLC	Data	
137	Receive	23:02:01.389			0x00000100	Data	Standard	0x08	0A BC 00 00 00 00 00 00 	
138	Send	23:02:01.405	Success		0x00000133	Data	Standard	0x08	32 00 00 00 00 00 00 00 	
139	Send	23:02:01.421	Success		0x00000134	Data	Standard	0x08	33 00 00 00 00 00 00 00 	
140	Send	23:02:01.437	Success		0x00000135	Data	Standard	0x08	34 00 00 00 00 00 00 00 	
141	Send	23:02:01.453	Success		0x00000136	Data	Standard	0x08	35 00 00 00 00 00 00 00 	
142	Send	23:02:01.469	Success		0x00000137	Data	Standard	0x08	36 00 00 00 00 00 00 00 	
143	Send	23:02:01.489	Success		0x00000138	Data	Standard	0x08	37 00 00 00 00 00 00 00 	
144	Receive	23:02:01.489			0x00000101	Data	Standard	0x08	00 25 00 00 00 00 00 00 	
145	Receive	23:02:01.489			0x00000100	Data	Standard	0x08	0A BC 00 00 00 00 00 00 	
146	Send	23:02:01.515	Success		0x00000139	Data	Standard	0x08	38 00 00 00 00 00 00 00 	
147	Send	23:02:01.534	Success		0x0000013A	Data	Standard	0x08	39 00 00 00 00 00 00 00 	
148	Send	23:02:01.550	Success		0x0000013B	Data	Standard	0x08	3A 00 00 00 00 00 00 00 	
149	Send	23:02:01.566	Success		0x0000013C	Data	Standard	0x08	3B 00 00 00 00 00 00 00 	
150	Send	23:02:01.581	Success		0x0000013D	Data	Standard	0x08	3C 00 00 00 00 00 00 00 	
151	Receive	23:02:01.589			0x00000101	Data	Standard	0x08	00 28 00 00 00 00 00 00 	
152	Receive	23:02:01.589			0x00000100	Data	Standard	0x08	0A BC 00 00 00 00 00 00 	
153	Send	23:02:01.603	Success		0x0000013E	Data	Standard	0x08	3D 00 00 00 00 00 00 00 	
154	Send	23:02:01.626	Success		0x0000013F	Data	Standard	0x08	3E 00 00 00 00 00 00 00 	
155	Send	23:02:01.642	Success		0x00000140	Data	Standard	0x08	3F 00 00 00 00 00 00 00 	
156	Send	23:02:01.658	Success		0x00000141	Data	Standard	0x08	40 00 00 00 00 00 00 00 	
157	Send	23:02:01.674	Success		0x00000142	Data	Standard	0x08	41 00 00 00 00 00 00 00 	
158	Send	23:02:01.696	Success		0x00000143	Data	Standard	0x08	42 00 00 00 00 00 00 00 	
159	Receive	23:02:01.696			0x00000101	Data	Standard	0x08	00 29 00 00 00 00 00 00 	
160	Receive	23:02:01.696			0x00000100	Data	Standard	0x08	0A BC 00 00 00 00 00 00 	
161	Send	23:02:01.712	Success		0x00000144	Data	Standard	0x08	43 00 00 00 00 00 00 00 	
162	Send	23:02:01.728	Success		0x00000145	Data	Standard	0x08	44 00 00 00 00 00 00 00 	
163	Send	23:02:01.744	Success		0x00000146	Data	Standard	0x08	45 00 00 00 00 00 00 00 	
164	Send	23:02:01.760	Success		0x00000147	Data	Standard	0x08	46 00 00 00 00 00 00 00 	
165	Send	23:02:01.776	Success		0x00000148	Data	Standard	0x08	47 00 00 00 00 00 00 00 	
166	Send	23:02:01.792	Success		0x00000149	Data	Standard	0x08	48 00 00 00 00 00 00 00 	
167	Receive	23:02:01.792			0x00000101	Data	Standard	0x08	00 2C 00 00 00 00 00 00 	
168	Receive	23:02:01.792			0x00000100	Data	Standard	0x08	0A BC 00 00 00 00 00 00 	
169	Send	23:02:01.808	Success		0x0000014A	Data	Standard	0x08	49 00 00 00 00 00 00 00 	
170	Send	23:02:01.819	Success		0x0000014B	Data	Standard	0x08	4A 00 00 00 00 00 00 00 	
171	Send	23:02:01.835	Success		0x0000014C	Data	Standard	0x08	4B 00 00 00 00 00 00 00 	
172	Send	23:02:01.854	Success		0x0000014D	Data	Standard	0x08	4C 00 00 00 00 00 00 00 	
173	Send	23:02:01.873	Success		0x0000014E	Data	Standard	0x08	4D 00 00 00 00 00 00 00 	
174	Send	23:02:01.890	Success		0x0000014F	Data	Standard	0x08	4E 00 00 00 00 00 00 00 	
175	Receive	23:02:01.891			0x00000101	Data	Standard	0x08	00 2F 00 00 00 00 00 00 	
176	Receive	23:02:01.891			0x00000100	Data	Standard	0x08	0A BC 00 00 00 00 00 00 	
177	Send	23:02:01.902	Success		0x00000150	Data	Standard	0x08	4F 00 00 00 00 00 00 00 	
178	Send	23:02:01.918	Success		0x00000151	Data	Standard	0x08	50 00 00 00 00 00 00 00 	
179	Send	23:02:01.934	Success		0x00000152	Data	Standard	0x08	51 00 00 00 00 00 00 00 	
180	Send	23:02:01.951	Success		0x00000153	Data	Standard	0x08	52 00 00 00 00 00 00 00 	
181	Send	23:02:01.967	Success		0x00000154	Data	Standard	0x08	53 00 00 00 00 00 00 00 	
182	Send	23:02:01.983	Success		0x00000155	Data	Standard	0x08	54 00 00 00 00 00 00 00 	
183	Receive	23:02:01.988			0x00000101	Data	Standard	0x08	00 32 00 00 00 00 00 00 	
184	Receive	23:02:01.988			0x00000100	Data	Standard	0x08	0A BC 00 00 00 00 00 00 	
185	Send	23:02:01.996	Success		0x00000156	Data	Standard	0x08	55 00 00 00 00 00 00 00 	
186	Send	23:02:02.012	Success		0x00000157	Data	Standard	0x08	56 00 00 00 00 00 00 00 	
187	Send	23:02:02.031	Success		0x00000158	Data	Standard	0x08	57 00 00 00 00 00 00 00 	
188	Send	23:02:02.047	Success		0x00000159	Data	Standard	0x08	58 00 00 00 00 00 00 00 	
189	Send	23:02:02.062	Success		0x0000015A	Data	Standard	0x08	59 00 00 00 00 00 00 00 	
190	Send	23:02:02.078	Success		0x0000015B	Data	Standard	0x08	5A 00 00 00 00 00 00 00 	
191	Send	23:02:02.094	Success		0x0000015C	Data	Standard	0x08	5B 00 00 00 00 00 00 00 	
192	Receive	23:02:02.095			0x00000101	Data	Standard	0x08	00 35 00 00 00 00 00 00 	
193	Receive	23:02:02.095			0x00000100	Data	Standard	0x08	0A BC 00 00 00 00 00 00 	
194	Send	23:02:02.110	Success		0x0000015D	Data	Standard	0x08	5C 00 00 00 00 00 00 00 	
195	Send	23:02:02.126	Success		0x0000015E	Data	Standard	0x08	5D 00 00 00 00 00 00 00 	
196	Send	23:02:02.141	Success		0x0000015F	Data	Standard	0x08	5E 00 00 00 00 00 00 00 	
197	Send	23:02:02.157	Success		0x00000160	Data	Standard	0x08	5F 00 00 00 00 00 00 00 	
198	Send	23:02:02.172	Success		0x00000161	Data	Standard	0x08	60 00 00 00 00 00 00 00 	
199	Send	23:02:02.188	Success		0x00000162	Data	Standard	0x08	61 00 00 00 00 00 00 00 	
200	Receive	23:02:02.189			0x00000101	Data	Standard	0x08	00 36 00 00 00 00 00 00 	
201	Receive	23:02:02.189			0x00000100	Data	Standard	0x08	0A BC 00 00 00 00 00 00 	
202	Send	23:02:02.204	Success		0x00000163	Data	Standard	0x08	62 00 00 00 00 00 00 00 	
203	Send	23:02:02.220	Success		0x00000164	Data	Standard	0x08	63 00 00 00 00 00 00 00 	
204	Send	23:02:02.237	Success		0x00000165	Data	Standard	0x08	64 00 00 00 00 00 00 00 	
205	Send	23:02:02.256	Success		0x00000166	Data	Standard	0x08	65 00 00 00 00 00 00 00 	
206	Send	23:02:02.272	Success		0x00000167	Data	Standard	0x08	66 00 00 00 00 00 00 00 	
207	Send	23:02:02.287	Success		0x00000168	Data	Standard	0x08	67 00 00 00 00 00 00 00 	
208	Receive	23:02:02.287			0x00000101	Data	Standard	0x08	00 37 00 00 00 00 00 00 	
209	Receive	23:02:02.287			0x00000100	Data	Standard	0x08	0A BC 00 00 00 00 00 00 	
210	Send	23:02:02.303	Success		0x00000169	Data	Standard	0x08	68 00 00 00 00 00 00 00 	
211	Send	23:02:02.319	Success		0x0000016A	Data	Standard	0x08	69 00 00 00 00 00 00 00 	
212	Send	23:02:02.350	Success		0x0000016B	Data	Standard	0x08	6A 00 00 00 00 00 00 00 	
213	Send	23:02:02.366	Success		0x0000016C	Data	Standard	0x08	6B 00 00 00 00 00 00 00 	
214	Send	23:02:02.381	Success		0x0000016D	Data	Standard	0x08	6C 00 00 00 00 00 00 00 	
215	Send	23:02:02.397	Success		0x0000016E	Data	Standard	0x08	6D 00 00 00 00 00 00 00 	
216	Receive	23:02:02.398			0x00000101	Data	Standard	0x08	00 3A 00 00 00 00 00 00 	
217	Receive	23:02:02.398			0x00000100	Data	Standard	0x08	0A BC 00 00 00 00 00 00 	
218	Send	23:02:02.413	Success		0x0000016F	Data	Standard	0x08	6E 00 00 00 00 00 00 00 	
219	Send	23:02:02.429	Success		0x00000170	Data	Standard	0x08	6F 00 00 00 00 00 00 00 	
220	Send	23:02:02.445	Success		0x00000171	Data	Standard	0x08	70 00 00 00 00 00 00 00 	
221	Send	23:02:02.460	Success		0x00000172	Data	Standard	0x08	71 00 00 00 00 00 00 00 	
222	Send	23:02:02.476	Success		0x00000173	Data	Standard	0x08	72 00 00 00 00 00 00 00 	
223	Send	23:02:02.492	Success		0x00000174	Data	Standard	0x08	73 00 00 00 00 00 00 00 	
